time,seconds_elapsed,z,y,x
1716979893874983200,0.047983154296875,9.851848602294922,1.407876968383789,-0.008374879136681557
1716979893899217200,0.072217041015625,9.859027862548828,1.3549357652664185,-0.040677983313798904
1716979893908930600,0.0819306640625,9.880562782287598,1.3357932567596436,-0.031106693670153618
1716979893918643700,0.091643798828125,9.90688419342041,1.319043517112732,-0.019142581149935722
1716979893928356900,0.10135693359375,9.952347755432129,1.3022937774658203,0
1716979893938070300,0.1110703125,9.993025779724121,1.292722463607788,0.0023928226437419653
1716979893947783400,0.120783447265625,10.000204086303711,1.292722463607788,-0.009571290574967861
1716979893957496600,0.13049658203125,9.969097137451172,1.3046865463256836,-0.014356935396790504
1716979893967210000,0.1402099609375,9.904491424560547,1.3286148309707642,-0.014356935396790504
1716979893976923100,0.149923095703125,9.810872077941895,1.3597214221954346,-0.009571290574967861
1716979893986636300,0.15963623046875,9.700801849365234,1.3860424757003784,0.004785645287483931
1716979893996349700,0.169349609375,9.59073257446289,1.434198021888733,0.035892341285943985
1716979894006062800,0.179062744140625,9.509376525878906,1.5131611824035645,0.07896314561367035
1716979894015776000,0.18877587890625,9.454340934753418,1.6256239414215088,0.13160525262355804
1716979894025489200,0.1984892578125,9.423234939575195,1.7548363208770752,0.20099709928035736
1716979894035202600,0.20820263671875,9.404091835021973,1.8888343572616577,0.28504499793052673
1716979894044915700,0.217915771484375,9.39452075958252,2.0207388401031494,0.3807578980922699
1716979894054628900,0.22762890625,9.389735221862793,2.1308085918426514,0.49322056770324707
1716979894064342300,0.23734228515625,9.38734245300293,2.1786649227142334,0.5434698462486267
1716979894074055400,0.247055419921875,9.411270141601562,2.1786649227142334,0.5434698462486267
1716979894083768600,0.2567685546875,9.47348403930664,2.1571295261383057,0.521934449672699
1716979894093482000,0.26648193359375,9.569196701049805,2.1308085918426514,0.5123631358146667
1716979894103195100,0.276195068359375,9.674481391906738,2.1092731952667236,0.521934449672699
1716979894112908300,0.285908203125,9.767801284790039,2.094916343688965,0.5482555031776428
1716979894122621700,0.29562158203125,9.851848602294922,2.0757737159729004,0.5913262963294983
1716979894132334800,0.3053349609375,9.933204650878906,2.063809633255005,0.6152545213699341
1716979894142048000,0.315048095703125,10.012167930603027,2.0757737159729004,0.6008976101875305
1716979894151761400,0.324761474609375,10.083952903747559,2.0925233364105225,0.5578267574310303
1716979894161474600,0.334474609375,10.12463092803955,2.11405873298645,0.5075774788856506
1716979894171187700,0.344187744140625,10.107880592346191,2.142772674560547,0.44775694608688354
1716979894180900900,0.35390087890625,10.033703804016113,2.1714866161346436,0.385543555021286
1716979894190614300,0.3636142578125,9.916455268859863,2.197807550430298,0.3233301639556885
1716979894200327400,0.373327392578125,9.770194053649902,2.2265214920043945,0.27038896083831787
1716979894210040800,0.383040771484375,9.624231338500977,2.2600209712982178,0.2273181527853012
1716979894219754000,0.39275390625,9.50459098815918,2.307877540588379,0.19381862878799438
1716979894229467100,0.402467041015625,9.423234939575195,2.3605196475982666,0.16749759018421173
1716979894239180300,0.41218017578125,9.365806579589844,2.4131617546081543,0.16510476171970367
1716979894248893700,0.421893798828125,9.327521324157715,2.458625316619873,0.18424734473228455
1716979894258606800,0.43160693359375,9.308379173278809,2.489732027053833,0.21774685382843018
1716979894268320000,0.441320068359375,9.325128555297852,2.506481647491455,0.24406790733337402
1716979894278033400,0.451033447265625,9.36341381072998,2.5088746547698975,0.2632105052471161
1716979894287746600,0.46074658203125,9.416056632995605,2.504088878631592,0.275174617767334
1716979894297459700,0.470459716796875,9.46630573272705,2.496910333633423,0.2826521694660187
1716979894307173000,0.480173095703125,9.509376525878906,2.489732027053833,0.27038896083831787
1716979894316886300,0.48988623046875,9.533304214477539,2.480160713195801,0.23449662327766418
1716979894326599400,0.499599365234375,9.538089752197266,2.4681966304779053,0.1866401731967926
1716979894336312800,0.509312744140625,9.540482521057129,2.4634108543395996,0.13878370821475983
1716979894346026000,0.51902587890625,9.554840087890625,2.4681966304779053,0.11006984114646912
1716979894355739100,0.5287392578125,9.588339805603027,2.480160713195801,0.12203395366668701
1716979894365452500,0.53845263671875,9.648159980773926,2.5016961097717285,0.1459621787071228
1716979894375165700,0.548165771484375,9.717552185058594,2.5283162593841553,0.16031911969184875
1716979894384878800,0.55787890625,9.789336204528809,2.564208507537842,0.16271193325519562
1716979894394592000,0.567592041015625,9.847063064575195,2.6072793006896973,0.16749759018421173
1716979894404305400,0.577305419921875,9.878170013427734,2.659921407699585,0.16271193325519562
1716979894414018600,0.5870185546875,9.89970588684082,2.700599431991577,0.16271193325519562
1716979894423732000,0.59673193359375,9.926026344299316,2.724527597427368,0.17228323221206665
1716979894433445000,0.606445068359375,9.978668212890625,2.731706142425537,0.18424734473228455
1716979894443158300,0.616158203125,10.074381828308105,2.7269206047058105,0.20099709928035736
1716979894452871700,0.62587158203125,10.292128562927246,2.707777976989746,0.20338992774486542
1716979894462584800,0.635584716796875,10.469496726989746,2.674278497695923,0.24646073579788208
1716979894472298000,0.645298095703125,10.577173233032227,2.693420886993408,0.31375887989997864
1716979894482011100,0.65501123046875,10.68963623046875,2.698206663131714,0.39511483907699585
1716979894491724500,0.664724609375,10.816455841064453,2.6790640354156494,0.5003990530967712
1716979894501437700,0.674437744140625,10.897811889648438,2.6862425804138184,0.5961119532585144
1716979894511150800,0.68415087890625,10.943573951721191,2.7101707458496094,0.6918248534202576
1716979894520864300,0.6938642578125,10.96750259399414,2.659921407699585,0.6846463680267334
1716979894530577400,0.703577392578125,10.955538749694824,2.5953152179718018,0.7037889361381531
