time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1718030861052887000,124.25088696289062,-0.8796053528785706,-0.12814213335514069,0.10120439529418945,0.4468015730381012,0.06700985133647919,-0.3213687837123871,2.2124719619750977
1718030861062854100,124.26085424804687,-0.879070520401001,-0.13000312447547913,0.10285057127475739,0.44694066047668457,0.06827002018690109,-0.32625728845596313,2.2121052742004395
1718030861072743700,124.27074365234375,-0.8788533210754395,-0.13192136585712433,0.10397769510746002,0.4465448260307312,0.068720243871212,-0.33073732256889343,2.2128536701202393
1718030861082702800,124.28070288085938,-0.8790978193283081,-0.1341998279094696,0.10444215685129166,0.44527432322502136,0.06794945150613785,-0.3352024555206299,2.215404510498047
1718030861092600000,124.29060009765625,-0.8797705769538879,-0.13695944845676422,0.10429198294878006,0.44313544034957886,0.06594109535217285,-0.3399253785610199,2.2197160720825195
1718030861102553300,124.30055322265625,-0.8808923363685608,-0.14006777107715607,0.10354600846767426,0.44009995460510254,0.06287556141614914,-0.3446958661079407,2.225874900817871
1718030861112495400,124.31049536132812,-0.8822636604309082,-0.14335927367210388,0.10239563137292862,0.4365478754043579,0.05911852419376373,-0.34943026304244995,2.2330660820007324
1718030861122447400,124.320447265625,-0.8837060928344727,-0.14644010365009308,0.10110873728990555,0.43289241194725037,0.055368948727846146,-0.35368648171424866,2.2404842376708984
1718030861132351700,124.33035180664062,-0.8850451111793518,-0.14874576032161713,0.09980068355798721,0.42966222763061523,0.05213676020503044,-0.3565620183944702,2.2470781803131104
1718030861142299000,124.340298828125,-0.8863264918327332,-0.14983169734477997,0.09827372431755066,0.4269872009754181,0.049386490136384964,-0.35706180334091187,2.252624750137329
1718030861152208400,124.35020849609376,-0.8875670433044434,-0.14930514991283417,0.09640958160161972,0.42501524090766907,0.047173306345939636,-0.35435739159584045,2.256864309310913
1718030861162151700,124.36015161132812,-0.888953685760498,-0.1471443623304367,0.09400328248739243,0.4234066903591156,0.04525580629706383,-0.3482062518596649,2.26054048538208
1718030861172103200,124.37010327148438,-0.890606164932251,-0.14383840560913086,0.091079480946064,0.4217057228088379,0.04340756684541702,-0.3395090699195862,2.2645797729492188
1718030861182047500,124.38004760742187,-0.8925726413726807,-0.14017905294895172,0.08796247094869614,0.41943591833114624,0.04169449210166931,-0.3299853801727295,2.269948720932007
1718030861191959800,124.38995971679688,-0.8947350978851318,-0.13699448108673096,0.08525583893060684,0.41642895340919495,0.040556617081165314,-0.3216722905635834,2.2769649028778076
1718030861201900800,124.39990087890625,-0.8969347476959229,-0.13485519587993622,0.08357074856758118,0.41272029280662537,0.04062382131814957,-0.31613489985466003,2.2855515480041504
1718030861211816200,124.40981616210938,-0.8991336822509766,-0.13391442596912384,0.08314796537160873,0.40830379724502563,0.042241983115673065,-0.313839852809906,2.2957475185394287
1718030861221754600,124.41975463867188,-0.9012430906295776,-0.13416500389575958,0.08387304842472076,0.40339308977127075,0.04516999050974846,-0.3146652579307556,2.307053327560425
1718030861231711000,124.4297109375,-0.9032300114631653,-0.13530948758125305,0.0855989009141922,0.39817044138908386,0.049371786415576935,-0.31792593002319336,2.319106101989746
1718030861241651500,124.4396513671875,-0.9049925804138184,-0.13684700429439545,0.088388592004776,0.3929997682571411,0.05530231073498726,-0.32273808121681213,2.331226110458374
1718030861251567600,124.44956762695313,-0.9064206480979919,-0.13835784792900085,0.09226460754871368,0.3882601857185364,0.06324160844087601,-0.32833367586135864,2.34267258644104
1718030861261505500,124.45950561523438,-0.9075116515159607,-0.1396007090806961,0.09693668782711029,0.3841061294078827,0.07278268784284592,-0.3340231776237488,2.3530895709991455
1718030861271424300,124.46942431640625,-0.9083471894264221,-0.14039741456508636,0.10174085199832916,0.3805820643901825,0.08276470750570297,-0.3389538824558258,2.362236738204956
1718030861281360100,124.47936010742187,-0.9090484380722046,-0.14074623584747314,0.10600105673074722,0.37760454416275024,0.09188951551914215,-0.3426065146923065,2.3701040744781494
1718030861291280600,124.48928076171875,-0.9096816778182983,-0.14068639278411865,0.10924261808395386,0.37517011165618896,0.09917669743299484,-0.34471532702445984,2.3765385150909424
1718030861301215000,124.49921508789062,-0.9103812575340271,-0.14027053117752075,0.11124996095895767,0.3730330169200897,0.10423583537340164,-0.3452151417732239,2.382006883621216
1718030861311175400,124.50917553710937,-0.9112787842750549,-0.1395389586687088,0.11200527846813202,0.37088361382484436,0.10710369050502777,-0.34415316581726074,2.3871843814849854
1718030861321112300,124.5191123046875,-0.9124042391777039,-0.13851097226142883,0.11170999705791473,0.36858388781547546,0.10819824784994125,-0.3417166769504547,2.3924307823181152
1718030861331070000,124.52907006835937,-0.9137647747993469,-0.1372007429599762,0.11067861318588257,0.36600568890571594,0.10816041380167007,-0.3381648361682892,2.3981189727783203
1718030861341009200,124.53900903320313,-0.9152479767799377,-0.13568513095378876,0.10936404019594193,0.3632494807243347,0.10776765644550323,-0.33399930596351624,2.404137372970581
1718030861351189000,124.54918896484375,-0.9167799353599548,-0.13398441672325134,0.10817019641399384,0.36036360263824463,0.10776717960834503,-0.32956311106681824,2.410484790802002
1718030861361369000,124.559369140625,-0.9182186722755432,-0.13226917386054993,0.10741102695465088,0.3575502336025238,0.10856812447309494,-0.3254273235797882,2.4167702198028564
1718030861371549200,124.56954907226563,-0.9195083379745483,-0.13068321347236633,0.10721908509731293,0.35486677289009094,0.11030738055706024,-0.32195907831192017,2.4228837490081787
1718030861381729000,124.57972900390625,-0.9205598831176758,-0.12940029799938202,0.10766326636075974,0.35246795415878296,0.11294756829738617,-0.3195476830005646,2.4284827709198
1718030861391801300,124.58980126953125,-0.9212992787361145,-0.12848660349845886,0.10875878483057022,0.35052862763404846,0.11642156541347504,-0.31834524869918823,2.4331836700439453
1718030861401777700,124.59977758789063,-0.921827495098114,-0.12791039049625397,0.11035620421171188,0.348847359418869,0.12054310739040375,-0.31815803050994873,2.437405586242676
1718030861411735300,124.6097353515625,-0.9222115278244019,-0.12757503986358643,0.11228588968515396,0.347336083650589,0.1250871866941452,-0.31867045164108276,2.441314697265625
1718030861421709800,124.61970971679688,-0.9225139617919922,-0.12736526131629944,0.11434830725193024,0.34593427181243896,0.1297692060470581,-0.3195153474807739,2.4450058937072754
1718030861431669200,124.62966918945312,-0.922791600227356,-0.12720775604248047,0.11635593324899673,0.34457969665527344,0.13429594039916992,-0.32041481137275696,2.448573589324951
1718030861441642200,124.63964233398437,-0.9230991005897522,-0.12708543241024017,0.11812148243188858,0.3431977331638336,0.13833793997764587,-0.32119739055633545,2.4521329402923584
1718030861451603200,124.64960327148438,-0.9234400391578674,-0.12691335380077362,0.11959477514028549,0.3418312072753906,0.14183728396892548,-0.3216751217842102,2.455580234527588
1718030861461575000,124.65957495117188,-0.9238272309303284,-0.1266610026359558,0.12078607082366943,0.34045708179473877,0.14484038949012756,-0.32179582118988037,2.4589695930480957
1718030861471537200,124.669537109375,-0.9241748452186584,-0.1263778805732727,0.12181715667247772,0.3392493426799774,0.14748965203762054,-0.3217669129371643,2.4619462490081787
1718030861481507800,124.6795078125,-0.9244279861450195,-0.12611111998558044,0.12283513695001602,0.3382904529571533,0.1500135362148285,-0.3217942416667938,2.4643661975860596
1718030861491471000,124.68947119140626,-0.9245091676712036,-0.1258358657360077,0.12405495345592499,0.3377254903316498,0.15280064940452576,-0.32200154662132263,2.4659721851348877
1718030861501441000,124.69944091796874,-0.9243988990783691,-0.1255348175764084,0.12550635635852814,0.3376030921936035,0.15590417385101318,-0.32238665223121643,2.4666666984558105
1718030861511443700,124.70944360351562,-0.9240698218345642,-0.12532338500022888,0.12700192630290985,0.33802294731140137,0.158842995762825,-0.32306474447250366,2.4661717414855957
1718030861521417000,124.7194169921875,-0.9235534071922302,-0.12523430585861206,0.12823353707790375,0.339000940322876,0.16098088026046753,-0.3238973915576935,2.4643633365631104
1718030861531377700,124.72937768554688,-0.9229097962379456,-0.12515513598918915,0.1288793981075287,0.34053465723991394,0.16175603866577148,-0.3244521915912628,2.4611589908599854
1718030861541349600,124.739349609375,-0.9222120046615601,-0.12491613626480103,0.12868402898311615,0.34258049726486206,0.1607934981584549,-0.3242179751396179,2.45658802986145
1718030861551311600,124.7493115234375,-0.9215279221534729,-0.124392569065094,0.1274758279323578,0.34505462646484375,0.15787658095359802,-0.32281213998794556,2.4507956504821777
1718030861561282600,124.75928247070313,-0.9210056662559509,-0.1235453337430954,0.12530969083309174,0.34753790497779846,0.15330567955970764,-0.3201107084751129,2.444737195968628
1718030861571245600,124.76924560546875,-0.9206017851829529,-0.12241973727941513,0.12271762639284134,0.34992310404777527,0.14814798533916473,-0.31654292345046997,2.4388070106506348
1718030861581215700,124.7792158203125,-0.9202617406845093,-0.12131989002227783,0.12016468495130539,0.3520798683166504,0.14315718412399292,-0.3129926323890686,2.43340802192688
1718030861591179500,124.78917944335937,-0.9199323654174805,-0.12059766054153442,0.11808867752552032,0.35388660430908203,0.1389797031879425,-0.3104250133037567,2.4288995265960693
